placebo,n_draws,mean,sd,q025,q975,real_att,share_ge_real
fake_join_dates,200,0.7403280781049224,0.1805453956945395,0.38920346394201427,1.062182464969377,0.33860864790366907,0.98
controls_only,200,0.027626954595451152,0.22640914719327815,-0.3886628839074885,0.4607235788522134,0.33860864790366907,0.115
