treated_channel_id,treated_name,group,control_channel_id,control_name,control_category_cc,control_creation_year,control_subs_2019,abs_log_sub_dist,match_rank,weak_match
UCtHaxi4GTYDpJgMSGy7AeSw,Michael Reeves,OfflineTV,UCc3b8uaQNySMagDbHsm52Tg,Aashqeen,Comedy,2015,2370000,0.0,1,False
UCtHaxi4GTYDpJgMSGy7AeSw,Michael Reeves,OfflineTV,UCK_X-Yz57wkNo4xSucD7-rg,WigglePop,Comedy,2016,2330000,0.017,2,False
UCtHaxi4GTYDpJgMSGy7AeSw,Michael Reeves,OfflineTV,UCR9NuNwCUIhMOLUQnLN7_WA,Kyle Exum,Comedy,2014,2300000,0.03,3,False
UCtHaxi4GTYDpJgMSGy7AeSw,Michael Reeves,OfflineTV,UCs06q9pyRn8d8xy0NgzKPrA,DJ Akademiks,Comedy,2015,2290000,0.0343,4,False
UCtHaxi4GTYDpJgMSGy7AeSw,Michael Reeves,OfflineTV,UClx1ElJ0XUjO74hZUm4yq-w,Whealth by Slaiman,Comedy,2014,2280000,0.0387,5,False
UCtHaxi4GTYDpJgMSGy7AeSw,Michael Reeves,OfflineTV,UCckIJbG_MpYWWwlB6QfDKXg,Joe Santagato,Comedy,2014,2470000,0.0413,6,False
UCtHaxi4GTYDpJgMSGy7AeSw,Michael Reeves,OfflineTV,UCdkyHgvtTdwEiGwsFTcdHVQ,POPxoDaily,Comedy,2014,2490000,0.0494,7,False
UCtHaxi4GTYDpJgMSGy7AeSw,Michael Reeves,OfflineTV,UCSf0s2ogUVYpJPuzW1zpAOg,LankyBox,Comedy,2016,2500000,0.0534,8,False
UCtHaxi4GTYDpJgMSGy7AeSw,Michael Reeves,OfflineTV,UCr3cBLTYmIK9kY0F_OdFWFQ,Casually Explained,Comedy,2015,2220000,0.0654,9,False
UCtHaxi4GTYDpJgMSGy7AeSw,Michael Reeves,OfflineTV,UCDF1VXLA5-MHigyce2SQovQ,Tukomi,Comedy,2017,2560000,0.0771,10,False
UCgDvko7FcHndaS-QoLJw_PA,Yvonnie,OfflineTV,UC6STrGXUw26XlI_M-73YtYw,Bisu Toys,Entertainment,2018,457000,0.0,1,True
UCgDvko7FcHndaS-QoLJw_PA,Yvonnie,OfflineTV,UCRu265MSQ8WHYFc6iAeIG-g,JuJu & Des,Entertainment,2018,457713,0.0016,2,True
UCgDvko7FcHndaS-QoLJw_PA,Yvonnie,OfflineTV,UCeoOSCTTEIr86AnBJk8C3hw,Swadu Staff Films,Entertainment,2016,457964,0.0021,3,True
UCgDvko7FcHndaS-QoLJw_PA,Yvonnie,OfflineTV,UCkWAs7_9dVYbiicWpP_hMkg,Fun And Crazy Kids,Entertainment,2016,458000,0.0022,4,True
UCgDvko7FcHndaS-QoLJw_PA,Yvonnie,OfflineTV,UC0uJKUXiU5T41Fzawy5H6mw,ScammerRevolts,Entertainment,2016,458000,0.0022,5,True
UCgDvko7FcHndaS-QoLJw_PA,Yvonnie,OfflineTV,UCFf8FwX73mj9RUPyJSIoVnQ,Jaag TV,Entertainment,2017,458000,0.0022,6,True
UCgDvko7FcHndaS-QoLJw_PA,Yvonnie,OfflineTV,UCoC6nZ0DJTi5pSTIFq5nJpA,Abhishek Kohli,Entertainment,2017,456000,0.0022,7,True
UCgDvko7FcHndaS-QoLJw_PA,Yvonnie,OfflineTV,UCsliauysIxvvn6ARlcuoeRQ,PN Studios,Entertainment,2017,456000,0.0022,8,True
UCgDvko7FcHndaS-QoLJw_PA,Yvonnie,OfflineTV,UC9bmW16zKQP1SHnlssVUlnQ,SP Entertainment,Entertainment,2017,456000,0.0022,9,True
UCgDvko7FcHndaS-QoLJw_PA,Yvonnie,OfflineTV,UCGdIcckPPDuz-K8y5CusfIA,SPECIAL BHOJPURI,Entertainment,2017,455970,0.0023,10,True
UC_wSuaxwUYsJOBZDWwHIQZg,QuarterJade,OfflineTV,UCo9aJFjNTFxXaxg2UxGsBUA,Zombs Royale,Gaming,2017,769855,0.005,1,True
UC_wSuaxwUYsJOBZDWwHIQZg,QuarterJade,OfflineTV,UCESiRVMacmdsijiOtKvOeKQ,Jayingee,Gaming,2017,760000,0.0079,2,True
UC_wSuaxwUYsJOBZDWwHIQZg,QuarterJade,OfflineTV,UCjNbHUnlxDxFTnydb1Aw_lA,SuperHVH,Gaming,2016,755000,0.0145,3,True
UC_wSuaxwUYsJOBZDWwHIQZg,QuarterJade,OfflineTV,UCjRMxmxocd3NbSc4xx7ypIQ,AlexACE,Gaming,2016,778000,0.0155,4,True
UC_wSuaxwUYsJOBZDWwHIQZg,QuarterJade,OfflineTV,UC8i4ZxpXmvuwzADX6VSmpGg,PAID ANDROID GAMING,Gaming,2016,779000,0.0168,5,True
UC_wSuaxwUYsJOBZDWwHIQZg,QuarterJade,OfflineTV,UCnsR0APfVzmTuYP0spNAK7w,DeanBean,Gaming,2016,779000,0.0168,6,True
UC_wSuaxwUYsJOBZDWwHIQZg,QuarterJade,OfflineTV,UCxIN8bQ5lZ_5QJ-BkAU6dfw,danielharrison,Gaming,2017,751864,0.0186,7,True
UC_wSuaxwUYsJOBZDWwHIQZg,QuarterJade,OfflineTV,UCaMolaLRhkTmUCbRh-ur6pA,Giang Kids TV,Gaming,2017,751561,0.019,8,True
UC_wSuaxwUYsJOBZDWwHIQZg,QuarterJade,OfflineTV,UCEhBFmJ7Bc18yroWRYi3EWg,Swift,Gaming,2017,749000,0.0224,9,True
UC_wSuaxwUYsJOBZDWwHIQZg,QuarterJade,OfflineTV,UCOVJl8O9OnXyRjpFuLPMjww,Fortnite Bruh,Gaming,2016,746000,0.0265,10,True
UCOmXyEquWIIo1uAj_2LN4UA,Fedmyster,OfflineTV,UCAhJdLffLJiqHTLPiqEtBog,Schoolies - Nursery ...,People & Blogs,2016,305000,0.0,1,False
UCOmXyEquWIIo1uAj_2LN4UA,Fedmyster,OfflineTV,UC92OPNjY3MgcQH8bsj8r-xA,Mr. ЕG,People & Blogs,2015,305000,0.0,2,False
UCOmXyEquWIIo1uAj_2LN4UA,Fedmyster,OfflineTV,UC2s4FEEvadlWdVwfTPfNyHA,Sky Katz,People & Blogs,2016,305000,0.0,3,False
UCOmXyEquWIIo1uAj_2LN4UA,Fedmyster,OfflineTV,UCCjpp4TCjnRftS_LenXuSHw,JellybeanASMR,People & Blogs,2014,305360,0.0012,4,False
UCOmXyEquWIIo1uAj_2LN4UA,Fedmyster,OfflineTV,UCnsWd9r3Wsn7uFb95VzVkdQ,Mrs Downey,People & Blogs,2013,304331,0.0022,5,False
UCOmXyEquWIIo1uAj_2LN4UA,Fedmyster,OfflineTV,UC5OqvJY6rn26bmrdt5C-0ug,Form of Therapy,People & Blogs,2012,306000,0.0033,6,False
UCOmXyEquWIIo1uAj_2LN4UA,Fedmyster,OfflineTV,UCmv_uVJVSPaPs9I4-tqMSGA,Digital Ummah,People & Blogs,2014,306000,0.0033,7,False
UCOmXyEquWIIo1uAj_2LN4UA,Fedmyster,OfflineTV,UCk6cjmZB_r3AVPMyAeJYBng,Jake Roper,People & Blogs,2014,306000,0.0033,8,False
UCOmXyEquWIIo1uAj_2LN4UA,Fedmyster,OfflineTV,UCOXyfKNF2mAIV-sYMASNSyg,Tia Taylor,People & Blogs,2012,306000,0.0033,9,False
UCOmXyEquWIIo1uAj_2LN4UA,Fedmyster,OfflineTV,UCV9tshuywXyaTRONzSFy0Ug,Fiber Flux,People & Blogs,2013,304000,0.0033,10,False
